User,Tweets Ago,Date,Text,Compound,Positive,Negative,Neutral
CBSNews,70,Mon Oct 01 07:48:03 +0000 2018,2 children found dead in hot vehicles hours apart in Florida https://t.co/pwi33ZpI8r https://t.co/ryzWrSUVPm,-0.6486,0.0,0.281,0.719
CBSNews,69,Mon Oct 01 08:03:04 +0000 2018,"Jeff Flake, Chris Coons on Brett Kavanaugh's ""angry"" Senate testimony https://t.co/I09MncPS6e https://t.co/TJ58IxaSNL",0.0,0.0,0.0,1.0
CBSNews,68,Mon Oct 01 08:18:03 +0000 2018,"Elon Musk to step down as chair of Tesla board, settles with SEC for $20 million https://t.co/YVggJEE6uV https://t.co/mgS8WWJw9v",0.0,0.0,0.0,1.0
CBSNews,67,Mon Oct 01 08:33:03 +0000 2018,"Documentary ""Love, Gilda"" recalls the beloved comedian's all-too-brief life https://t.co/NKnPgT33A0 https://t.co/ve9QWcUc8C",0.5106,0.248,0.0,0.752
CBSNews,66,Mon Oct 01 08:48:03 +0000 2018,"Senate panel refers ""apparent false statements"" about Kavanaugh for criminal investigation https://t.co/xJpX79MOvM https://t.co/3T7GjYHx9f",-0.5267,0.0,0.221,0.779
CBSNews,65,Mon Oct 01 09:03:04 +0000 2018,Balloon art: A POP! culture competition https://t.co/MFOGrqZDdA https://t.co/tHFwWagoy0,0.0,0.0,0.0,1.0
CBSNews,64,Mon Oct 01 09:18:03 +0000 2018,"Scope of FBI's Kavanaugh probe defined by White House, former top official says https://t.co/gUXv9BK0Z2 https://t.co/0axSBqeZ3B",0.2023,0.114,0.0,0.886
CBSNews,63,Mon Oct 01 09:33:03 +0000 2018,"Surfer dies from brain eating amoeba after visiting Waco, Texas, resort https://t.co/EhCveRWam2 https://t.co/KQxlbqF9Hf",0.0,0.0,0.0,1.0
CBSNews,62,Mon Oct 01 09:44:05 +0000 2018,Nobel Prize for Medicine 2018 goes to James P. Allison and Tasuku Honjo as literature prize on hold over Swedish Ac… https://t.co/mcLonLsPMl,0.765,0.248,0.0,0.752
CBSNews,61,Mon Oct 01 09:48:03 +0000 2018,"Tens of thousands of women in Brazil say ""not him"" in protest against far-right presidential candidate… https://t.co/JE3u20CXLC",0.1877,0.098,0.0,0.902
CBSNews,60,Mon Oct 01 10:03:03 +0000 2018,"Prominent business leader shot dead in Memphis; ""personal vendetta"" eyed https://t.co/67sJ6uptZT https://t.co/VjC4wR1Xkq",-0.4588,0.139,0.259,0.602
CBSNews,59,Mon Oct 01 10:24:54 +0000 2018,"Indonesia earthquake, tsunami death toll surges amid prison breaks and mass burial https://t.co/uH9witALnG https://t.co/UGUEe6DykE",-0.802,0.0,0.375,0.625
CBSNews,58,Mon Oct 01 10:42:58 +0000 2018,Kavanaugh battle overshadows start of Supreme Court term https://t.co/jBonq4ajQm https://t.co/tuefQqHM43,0.25,0.254,0.183,0.563
CBSNews,57,Mon Oct 01 10:51:32 +0000 2018,Coming up on @cbsthismorning: Many know @JonBatiste as the nightly bandleader on the @colbertlateshow. He spoke to… https://t.co/WZ3jVdn3h0,0.0,0.0,0.0,1.0
CBSNews,56,Mon Oct 01 11:12:17 +0000 2018,"Las Vegas shooting: One year later, hundreds of videos traumatize some survivors https://t.co/bATmIyQi93 https://t.co/Be2KRzwyGx",-0.5267,0.0,0.207,0.793
CBSNews,55,Mon Oct 01 11:26:44 +0000 2018,RT @CBSThisMorning: More than 11 million Americans are under flash flood watches in the southwestern U.S. Tropical storm Rosa is expected t…,0.0,0.0,0.0,1.0
CBSNews,54,Mon Oct 01 11:26:44 +0000 2018,"RT @CBSThisMorning: In a @Facethenation interview, Iranian foreign minister Javad Zarif called President Trump a ""bully"" for withdrawing fr…",0.0,0.0,0.0,1.0
CBSNews,53,Mon Oct 01 11:26:47 +0000 2018,RT @CBSThisMorning: Rescue crews in Indonesia are racing to find survivors after a devastating pair of natural disasters killed about 850 p…,-0.8225,0.17,0.363,0.468
CBSNews,52,Mon Oct 01 11:27:17 +0000 2018,"RT @CBSThisMorning: With Brett Kavanaugh's confirmation still uncertain, the Supreme Court begins a new term without a ninth justice today.…",-0.0966,0.153,0.211,0.636
CBSNews,51,Mon Oct 01 11:33:22 +0000 2018,"In a new CBS News poll, 35 percent of Americans want the Senate to confirm Brett Kavanaugh as the next Supreme Cour… https://t.co/fTWAJSbjv5",0.5994,0.197,0.0,0.803
CBSNews,50,Mon Oct 01 11:36:11 +0000 2018,"RT @CBSThisMorning: The U.S., Canada, and Mexico salvaged a free trade deal that was on the brink of collapse. They announced the agreement…",0.0258,0.125,0.121,0.755
CBSNews,49,Mon Oct 01 11:41:00 +0000 2018,RT @CBSThisMorning: Ana Maria Archila was one of the two women in that confrontation with Senator Flake over Kavanaugh's Supreme Court nomi…,0.3182,0.139,0.089,0.772
CBSNews,48,Mon Oct 01 11:45:00 +0000 2018,California becomes first state to require women on corporate boards https://t.co/FNWpRiYEpI https://t.co/0KNs6F70B8,0.0,0.0,0.0,1.0
CBSNews,47,Mon Oct 01 11:52:32 +0000 2018,"RT @CBSThisMorning: ""The reason why they are thousands of women telling their stories right now is because we recognize in Dr. Ford's testi…",0.0,0.0,0.0,1.0
CBSNews,46,Mon Oct 01 12:00:32 +0000 2018,"Deborah Ramirez, the second woman who stepped forward accusing Brett Kavanaugh of sexual misconduct when they were… https://t.co/h8ifzMALr9",-0.1779,0.0,0.091,0.909
CBSNews,45,Mon Oct 01 12:10:31 +0000 2018,RT @CBSThisMorning: The delay in Brett Kavanaugh's confirmation could force President Trump to push back a meeting with Deputy Attorney Gen…,-0.3182,0.0,0.108,0.892
CBSNews,44,Mon Oct 01 12:10:31 +0000 2018,"RT @NorahODonnell: ""We just heard a woman..pour out her heart &amp; expose herself to so may attacks to protect our country. She’s telling her…",-0.2911,0.095,0.175,0.731
CBSNews,43,Mon Oct 01 12:20:51 +0000 2018,"""Ten feet of blood"": Kayaker recalls helping teen attacked by shark in California https://t.co/xsbBlVYj8z https://t.co/stao0jW2VS",-0.2023,0.121,0.165,0.714
CBSNews,42,Mon Oct 01 12:24:56 +0000 2018,"RT @CBSThisMorning: Americans are enrolling in computer coding ""boot camps"" in record numbers. A @cbsnews investigation uncovers problems a…",-0.4019,0.0,0.137,0.863
CBSNews,41,Mon Oct 01 12:29:26 +0000 2018,"RT @CBSThisMorning: In a statement, Woz-U  president Chris Coleman acknowledged errors in course content and said they have implemented a q…",-0.34,0.0,0.118,0.882
CBSNews,40,Mon Oct 01 12:35:01 +0000 2018,First Lady Melania Trump departs for Africa on first solo trip abroad https://t.co/2wS32y3cZT https://t.co/wKCof17kc2,0.0,0.0,0.0,1.0
CBSNews,39,Mon Oct 01 12:50:42 +0000 2018,"Julie Swetnick, one of the women who has publicly accused Supreme Court nominee Brett Kavanaugh of sexual misconduc… https://t.co/mg7ZTWAp9Y",0.34,0.158,0.096,0.746
CBSNews,38,Mon Oct 01 12:53:49 +0000 2018,"RT @CBSThisMorning: ""There's a gift that was put in us to give to the world. And it's healed and uplifted people and brought people togethe…",0.4404,0.112,0.0,0.888
CBSNews,37,Mon Oct 01 12:54:14 +0000 2018,"RT @NorahODonnell: Author Michael Lewis on the Trump administration transition team: ""Chris Christie had built multi-hundred person team to…",0.0,0.0,0.0,1.0
CBSNews,36,Mon Oct 01 13:04:50 +0000 2018,GOP-hired prosecutor Rachel Mitchell questions credibility of Kavanaugh accuser Dr. Christine Blasey Ford… https://t.co/afWr0FCvbO,0.0,0.0,0.0,1.0
CBSNews,35,Mon Oct 01 13:20:46 +0000 2018,The United States and Canada reach deal for Canada to stay in the North American trade pact with the U.S. and Mexic… https://t.co/0FufSqHncu,0.4404,0.157,0.0,0.843
CBSNews,34,Mon Oct 01 13:34:36 +0000 2018,Stricter Trump administration immigration policies have stymied Pentagon plans to restart a program that allowed th… https://t.co/dmed3CrWzv,0.0,0.0,0.0,1.0
CBSNews,33,Mon Oct 01 13:50:35 +0000 2018,"A powerful typhoon ripped through Japan on Sunday, forcing cancellations of flights and trains, including in the To… https://t.co/Lz9AjZQl8B",0.4215,0.141,0.0,0.859
CBSNews,32,Mon Oct 01 14:01:17 +0000 2018,"""The reason why they are thousands of women telling their stories right now is because we recognize in Dr. Ford's t… https://t.co/W6lplsyw2h",0.0,0.0,0.0,1.0
CBSNews,31,Mon Oct 01 14:15:46 +0000 2018,"On October 1st, we remember the 58 people killed and more than 800 injured in the Las Vegas shooting.… https://t.co/TMgiGW0iPu",-0.8158,0.0,0.293,0.707
CBSNews,30,Mon Oct 01 14:33:22 +0000 2018,"UMass head football coach suspended for a week after he said one of his receivers was ""raped"" by a referee in a dis… https://t.co/13jgaUPZeH",-0.4767,0.0,0.134,0.866
CBSNews,29,Mon Oct 01 14:46:02 +0000 2018,California Gov. Jerry Brown rejected legislation that would have allowed San Francisco to open what could be the na… https://t.co/qKp9Ns65D3,-0.5106,0.0,0.148,0.852
CBSNews,28,Mon Oct 01 15:01:23 +0000 2018,WATCH: Dramatic footage shows a team of U.S. Navy sailors rescue survivors from last week's plane crash in Micrones… https://t.co/CginPHRooc,0.1531,0.143,0.117,0.739
CBSNews,27,Mon Oct 01 15:19:42 +0000 2018,WATCH: President Trump will deliver remarks on a new trade deal with Canada and Mexico to overhaul NAFTA… https://t.co/zdz56U8pjs,0.0,0.0,0.0,1.0
CBSNews,26,Mon Oct 01 15:24:05 +0000 2018,"President Trump announces new ""U.S., Mexico, Canada agreement, called USMCA."" This new trade deal will overhaul NAF… https://t.co/DzyzQeaq7v",0.4939,0.158,0.0,0.842
CBSNews,25,Mon Oct 01 15:30:17 +0000 2018,"""A lot of stories came out about Justin [Trudeau] and I, about having difficulty together... but I tell you, it has… https://t.co/lpvhIFiDS5",-0.1779,0.0,0.078,0.922
CBSNews,24,Mon Oct 01 15:36:50 +0000 2018,"New USMCA deal ""will make North America a haven for medical innovation and development,"" @POTUS says. ""We want drug… https://t.co/MZAChvCOVI",0.4404,0.187,0.0,0.813
CBSNews,23,Mon Oct 01 15:39:31 +0000 2018,"""I plan to sign the agreement by the end of November, I then will submitted for approval to Congress, where, in the… https://t.co/pdCfScCcI3",0.743,0.24,0.0,0.76
CBSNews,22,Mon Oct 01 15:39:36 +0000 2018,"Rosa threatens ""life-threatening flash flooding"" in Southwest U.S. and Mexico https://t.co/XDyBJ3MCWT https://t.co/kGiEKbTNPa",-0.3818,0.0,0.191,0.809
CBSNews,21,Mon Oct 01 15:43:43 +0000 2018,"On trade negotiations with the European Union, @POTUS says: ""We'll see what happens. Who knows, I always say who kn… https://t.co/A4kTX5Zsx1",0.0,0.0,0.0,1.0
CBSNews,20,Mon Oct 01 15:46:03 +0000 2018,"""I want to send our thoughts and prayers to the victims of the Las Vegas shooting. That was a horrible time in the… https://t.co/qIZEX1xpIm",-0.6705,0.048,0.214,0.738
CBSNews,19,Mon Oct 01 15:54:30 +0000 2018,"Taming Elon Musk: New Tesla chair, board members face a tough job https://t.co/Ga7WI3YxZJ https://t.co/bOt5LM60LP",-0.128,0.0,0.111,0.889
CBSNews,18,Mon Oct 01 16:07:59 +0000 2018,"""The only problem with Justin [Trudeau] is he loves his people, he's fighting hard for his people. We've had a good… https://t.co/rq23rvMtrZ",-0.2263,0.136,0.242,0.623
CBSNews,17,Mon Oct 01 16:08:40 +0000 2018,"As tensions between the Trump administration and the press continue, the president sparred with ABC correspondent C… https://t.co/VoHlOFaJDq",-0.4019,0.0,0.137,0.863
CBSNews,16,Mon Oct 01 16:09:55 +0000 2018,"Woman who confronted Jeff Flake on elevator: We connected because he's a father, I'm a mother… https://t.co/gm300zc08I",-0.2023,0.0,0.114,0.886
CBSNews,15,Mon Oct 01 16:17:37 +0000 2018,"""The FBI should do what they have to do to get to the answer. At the same time, just so we understand, this is our… https://t.co/3FrIpuFOI9",0.0,0.0,0.0,1.0
CBSNews,14,Mon Oct 01 16:19:17 +0000 2018,"""I'd like it to go quickly. And the reason is very simple, so simple, because it is unfair to him at this point. Wh… https://t.co/wyPCWmQSew",-0.1531,0.087,0.108,0.804
CBSNews,13,Mon Oct 01 16:20:28 +0000 2018,".@POTUS: ""My White House will do whatever the senators want. I am open to whatever they want.""… https://t.co/JZtzjRskUT",0.0772,0.075,0.0,0.925
CBSNews,12,Mon Oct 01 16:22:28 +0000 2018,"The FBI should interview ""Anybody they want, within reason,"" @POTUS says. ""But be guided. And I am guided by what t… https://t.co/WmfbjIdEQd",0.0387,0.054,0.0,0.946
CBSNews,11,Mon Oct 01 16:23:38 +0000 2018,"Reporter: Should Brett Kavanaugh be interviewed by the FBI?

@POTUS: I think so. I think it's fine if they do. I do… https://t.co/mpsmrUS7nU",0.2648,0.098,0.0,0.902
CBSNews,10,Mon Oct 01 16:25:07 +0000 2018,"""It's probably like 10 feet of blood behind him,"" a kayaker recalls helping a 13-year-old boy who was brutally atta… https://t.co/S2nIdA5CLN",-0.0772,0.19,0.162,0.648
CBSNews,9,Mon Oct 01 16:25:37 +0000 2018,"""I think the press has treated me unbelievably unfairly ... They are worse now than ever. They are loco, but that's… https://t.co/1UMMxRHxeD",-0.2617,0.0,0.089,0.911
CBSNews,8,Mon Oct 01 16:26:43 +0000 2018,"""I watched him. I was surprised at how vocal he was about the fact that he likes beer,"" @POTUS says of Kavanaugh's… https://t.co/tkBmh351tn",0.5719,0.19,0.0,0.81
CBSNews,7,Mon Oct 01 16:28:41 +0000 2018,"""There are bad reports on everybody here. Most of the people sitting down -- except for Vice President Mike Pence,… https://t.co/lhFi0hp1OA",-0.5423,0.0,0.149,0.851
CBSNews,6,Mon Oct 01 16:30:38 +0000 2018,"""I can honestly say I've never had a beer in my life. One of my only good traits. I don't drink,"" @POTUS says. ""Can… https://t.co/sEZ71VuvZD",0.7096,0.219,0.0,0.781
CBSNews,5,Mon Oct 01 16:32:22 +0000 2018,"Reporter: You said some senators are not angels, and you've seen many of them in compromising situations. Can you t… https://t.co/GZbzgV08yl",0.0,0.0,0.0,1.0
CBSNews,4,Mon Oct 01 16:39:07 +0000 2018,".@POTUS on FBI investigation of Kavanaugh accusations: ""Certainly, if they find something, I'm going to take that i… https://t.co/DR4ruDN4X7",-0.3182,0.0,0.113,0.887
CBSNews,3,Mon Oct 01 16:39:49 +0000 2018,"""Mad Men"" creator Matthew Weiner denies sexual harassment allegation https://t.co/cv2zODHutD https://t.co/gWZZbQWiir",-0.8591,0.0,0.543,0.457
CBSNews,2,Mon Oct 01 17:14:58 +0000 2018,"Officials confirm body found in creek is missing boy with autism, Maddox Ritch  https://t.co/kWXiczHz27 https://t.co/LGkrErYYJV",-0.296,0.0,0.136,0.864
CBSNews,1,Mon Oct 01 17:40:02 +0000 2018,WATCH: Cardi B turned herself in to New York police on Monday over a fight at a strip club in Queens.… https://t.co/8vmsWh2C3B,-0.3818,0.0,0.126,0.874
FoxNews,100,Mon Oct 01 01:16:03 +0000 2018,Protesters marched in favor of open carry rights and clashed with counter-protesters at Kent State University Satur… https://t.co/IxJEE0WPMa,0.2023,0.131,0.092,0.777
FoxNews,99,Mon Oct 01 01:30:17 +0000 2018,".@SteveHiltonX: ""The Democrats were not protecting a victim of sexual assault; they were preparing her for use as a… https://t.co/wIMX2pGz29",-0.4563,0.08,0.168,0.752
FoxNews,98,Mon Oct 01 01:34:58 +0000 2018,"Kavanaugh sounded like he was 'wrongly accused' at hearing, Sen. @JeffFlake says in '60 Minutes' interview. https://t.co/nnAyfVGxgm",0.0772,0.127,0.112,0.761
FoxNews,97,Mon Oct 01 01:41:34 +0000 2018,"Tiebreak games needed to settle NL Central, NL West races. https://t.co/OKY8FbRK1G",0.0,0.0,0.0,1.0
FoxNews,96,Mon Oct 01 01:52:56 +0000 2018,"California's Jerry Brown signs tough net-neutrality bill, prompting Justice Department lawsuit. https://t.co/vg3WnpTdoL",0.25,0.215,0.215,0.57
FoxNews,95,Mon Oct 01 02:00:00 +0000 2018,Restaurant where anti-Kavanaugh protesters disrupted Sen. @TedCruz's dinner hires security. https://t.co/GKehUzC0iS,0.128,0.18,0.143,0.677
FoxNews,94,Mon Oct 01 02:11:13 +0000 2018,"Sen. @BillCassidy: ""Democrats have weaponized the #MeToo movement, which is awful."" https://t.co/ouQgj08gPb",0.0,0.0,0.0,1.0
FoxNews,93,Mon Oct 01 02:38:28 +0000 2018,".@Kerri_Kupec: ""The White House is not going to micromanage this investigation. It's also not a fishing expedition."" https://t.co/fVQo1WJq7t",0.0,0.0,0.0,1.0
FoxNews,92,Mon Oct 01 02:44:44 +0000 2018,"Chris Scalia, son of Justice Antonin Scalia: ""[The Democrats] lost the argument on [Kavanaugh's] qualifications and… https://t.co/6OUjbq5aU0",-0.1027,0.153,0.216,0.631
FoxNews,91,Mon Oct 01 02:50:13 +0000 2018,"Former FBI Asst. Director Chris Swecker on Kavanaugh investigation: ""These are called special inquiries...there are… https://t.co/3MjPtVtizr",0.4019,0.153,0.0,0.847
FoxNews,90,Mon Oct 01 03:03:27 +0000 2018,"DEVELOPING: Canada, U.S. reach deal to update NAFTA: Canadian sources https://t.co/Q2XYG8ZNLq",0.0258,0.099,0.0,0.901
FoxNews,89,Mon Oct 01 03:15:00 +0000 2018,"Speaking with reporters at the @whitehouse Saturday, President @realDonaldTrump discussed the FBI investigation int… https://t.co/o4fVpiX2JI",0.0,0.0,0.0,1.0
FoxNews,88,Mon Oct 01 03:17:37 +0000 2018,NEWS ALERT: Canada and the U.S. have reached a deal that would preserve the three country NAFTA trade pact.… https://t.co/oti1lRQfCx,0.516,0.203,0.0,0.797
FoxNews,87,Mon Oct 01 03:31:00 +0000 2018,McDonald's employee accused of putting peroxide-based cleaner in cop's drink. https://t.co/9zQ0IORPYE,-0.128,0.132,0.171,0.698
FoxNews,86,Mon Oct 01 03:45:00 +0000 2018,".@kanyewest delivers pro-Trump speech on 'Saturday Night Live,' receives boos from audience. https://t.co/IgXXOYPiGN",0.0,0.0,0.0,1.0
FoxNews,85,Mon Oct 01 04:01:00 +0000 2018,'Last Man Standing' star @ofctimallen says it's 'nobody's business' what he thinks about politics. https://t.co/PYtsqdgVqJ,0.0,0.0,0.0,1.0
FoxNews,84,Mon Oct 01 04:17:00 +0000 2018,"President @realDonaldTrump defends Kavanaugh, derides Dems for shameful conduct: ‘Bad things will happen’ if voters… https://t.co/ECqgYMoDW0",-0.6369,0.0,0.271,0.729
FoxNews,83,Mon Oct 01 04:32:00 +0000 2018,"Kavanaugh accuser Julie Swetnick faced own misconduct allegations at past job with tech firm, according to a report.
https://t.co/05PXennFtz",0.0,0.0,0.0,1.0
FoxNews,82,Mon Oct 01 04:45:00 +0000 2018,'Heroic' TSA agent saves man having heart attack at airport. https://t.co/JscqIJEyCI,-0.4767,0.0,0.237,0.763
FoxNews,81,Mon Oct 01 05:01:00 +0000 2018,"Sen. @LindseyGrahamSC rips Dems on Kavanaugh, says he'll 'get to the bottom of' FBI probe. https://t.co/39N4uWlJew",0.0,0.0,0.0,1.0
FoxNews,80,Mon Oct 01 05:15:00 +0000 2018,".@POTUS on North Korea during a rally Saturday night: ""Now we have this great relationship, let's see what happens.… https://t.co/kccWAAvNQm",0.7073,0.213,0.0,0.787
FoxNews,79,Mon Oct 01 05:30:00 +0000 2018,"Florida K-9 officer shot, killed chasing carjacking suspect. https://t.co/RyFgcw1K0b",-0.7717,0.0,0.489,0.511
FoxNews,78,Mon Oct 01 05:45:00 +0000 2018,"California's @JerryBrownGov signs tough net-neutrality bill, prompting Justice Department lawsuit. https://t.co/SSPtXBEEOp",0.25,0.23,0.23,0.541
FoxNews,77,Mon Oct 01 06:00:01 +0000 2018,Sen. @maziehirono doesn't answer when asked whether Dems leaked Christine Ford's letter on Kavanaugh. https://t.co/O9UyPjx8mt,-0.3182,0.0,0.141,0.859
FoxNews,76,Mon Oct 01 06:15:00 +0000 2018,"Man arrested in death of brother, 4, who was thrown from roof. https://t.co/6GsDk2s6fL",-0.7906,0.0,0.389,0.611
FoxNews,75,Mon Oct 01 06:30:00 +0000 2018,"Trump's new strategy 'is working,' Afghan leader says.
https://t.co/BZbnrwx8UZ",0.0,0.0,0.0,1.0
FoxNews,74,Mon Oct 01 06:45:00 +0000 2018,OPINION: 'The Simpsons' turns 30 -- a big milestone for Gen X and America. https://t.co/Q8wLyW17JC,0.0,0.0,0.0,1.0
FoxNews,73,Mon Oct 01 07:00:00 +0000 2018,"Elderly, 'feisty' white-cheeked Gibbon dies at the Smithsonian's @NationalZoo. https://t.co/Sh9Btr4L4Z",0.0,0.0,0.0,1.0
FoxNews,72,Mon Oct 01 07:30:00 +0000 2018,Jurors begin deliberations in Mississippi burned woman case. https://t.co/7mfSFKl9DF,0.0,0.0,0.0,1.0
FoxNews,71,Mon Oct 01 07:45:00 +0000 2018,"Florida woman allegedly kept dozens of cats, dog locked in U-Haul truck. https://t.co/vQHi97v508",0.0,0.0,0.0,1.0
FoxNews,70,Mon Oct 01 08:00:01 +0000 2018,"On Twitter late Saturday, @SenFeinstein said the ""FBI's hands must not be tied"" in the investigation into sexual mi… https://t.co/xIrBxOKuTz",0.0,0.0,0.0,1.0
FoxNews,69,Mon Oct 01 08:15:00 +0000 2018,"Lawyer, 99, will retire 'when they carry me out of here' https://t.co/HDtVwpjUTd",0.0,0.0,0.0,1.0
FoxNews,68,Mon Oct 01 08:30:00 +0000 2018,Sen. @amyklobuchar says Trump administration cannot limit scope of FBI's Kavanaugh investigation. https://t.co/9FOudE4oG4,0.0,0.0,0.0,1.0
FoxNews,67,Mon Oct 01 08:45:00 +0000 2018,".@PressSec on if @POTUS will shutdown the government over wall funding: ""We'll have to wait and see what happens.""… https://t.co/9QrHDkK8AK",0.0,0.0,0.0,1.0
FoxNews,66,Mon Oct 01 09:01:00 +0000 2018,Kellyanne Conway speaks out: 'I'm a victim of sexual assault' https://t.co/BMYXo1buiy,-0.7096,0.0,0.424,0.576
FoxNews,65,Mon Oct 01 09:15:00 +0000 2018,"Trump blasts reports, says FBI should interview 'whoever they deem appropriate' in Kavanaugh probe. https://t.co/5jgf4T1E7x",0.0,0.0,0.0,1.0
FoxNews,64,Mon Oct 01 09:30:00 +0000 2018,Sen. @TomCottonAR says @SenFeinstein will be investigated over leaked letter by Kavanaugh accuser. https://t.co/1GBAnjxyF4,-0.3182,0.0,0.15,0.85
FoxNews,63,Mon Oct 01 09:45:01 +0000 2018,".@SalenaZito: Blue wave election? If it happens, it will start here. (via @FoxNewsOpinion) https://t.co/Ut9Xyl6Qoh",0.0,0.0,0.0,1.0
FoxNews,62,Mon Oct 01 10:00:00 +0000 2018,"Canada, U.S. reach deal to update NAFTA https://t.co/PDfC3jEMLL",0.0258,0.136,0.0,0.864
FoxNews,61,Mon Oct 01 10:00:01 +0000 2018,"Nearly 1,000 dead amid search for survivors from Indonesia tsunami. https://t.co/QHS9lq2Yfs",-0.6486,0.0,0.301,0.699
FoxNews,60,Mon Oct 01 10:54:18 +0000 2018,High school football player dies from brain injury https://t.co/kHnbU516Vd,-0.4215,0.0,0.259,0.741
FoxNews,59,Mon Oct 01 10:56:33 +0000 2018,"Canada, US confirm new deal with Mexico updating NAFTA https://t.co/Q2XYG8ZNLq https://t.co/ekU6WFBJGl",0.0,0.0,0.0,1.0
FoxNews,58,Mon Oct 01 11:05:00 +0000 2018,Richard Branson: I was ‘seconds away from certain death’ while climbing Mont Blanc in the Alps https://t.co/pxGIqMLtJv,0.2732,0.123,0.0,0.877
FoxNews,57,Mon Oct 01 11:15:00 +0000 2018,Today marks one year since Las Vegas shooting https://t.co/LyLIHxStyr,0.0,0.0,0.0,1.0
FoxNews,56,Mon Oct 01 11:20:00 +0000 2018,States @POTUS is visiting this week @FoxFriendsFirst https://t.co/Ega5XoCrZH,0.0,0.0,0.0,1.0
FoxNews,55,Mon Oct 01 11:30:00 +0000 2018,.@FLOTUS to visit Africa @FoxFriendsFirst https://t.co/PQPTFbAwqO,0.0,0.0,0.0,1.0
FoxNews,54,Mon Oct 01 11:45:00 +0000 2018,Dog in Virginia possibly 'clawed' its way out of plastic bag prior to rescue https://t.co/NeYJQskAqP,0.5106,0.191,0.0,0.809
FoxNews,53,Mon Oct 01 11:58:00 +0000 2018,.@POTUS to recognize veteran for heroic action in Afghanistan @FoxFriendsFirst https://t.co/atfg1efV37,0.5574,0.265,0.0,0.735
FoxNews,52,Mon Oct 01 12:05:00 +0000 2018,"Comey blasts Kavanaugh probe deadline, says FBI shouldn't have 'shot clock' https://t.co/800SxBgg25",0.0,0.0,0.0,1.0
FoxNews,51,Mon Oct 01 12:12:42 +0000 2018,RT @FoxBusiness: U.S. futures: https://t.co/gtofKtUgZK,0.0,0.0,0.0,1.0
FoxNews,50,Mon Oct 01 12:19:47 +0000 2018,"RT @FoxBusiness: GE CEO John Flannery out, replaced by Lawrence Culp  https://t.co/6PaXqRRh3W",0.0,0.0,0.0,1.0
FoxNews,49,Mon Oct 01 12:30:01 +0000 2018,"Cat rescued from top of light pole after about 12 hours of calling for help, woman says https://t.co/asqcfTKJef",0.743,0.327,0.0,0.673
FoxNews,48,Mon Oct 01 12:45:00 +0000 2018,"Chris Swecker: ""Jim Comey has lost any support he's ever had in that community."" https://t.co/gpQL7p3mBB… https://t.co/afNLthDmM5",0.1027,0.142,0.121,0.737
FoxNews,47,Mon Oct 01 13:15:48 +0000 2018,.@GerriWillisFBN shares her story of overcoming cancer https://t.co/QkxLyqBD4v,-0.4939,0.175,0.349,0.476
FoxNews,46,Mon Oct 01 13:23:35 +0000 2018,American James Allison and Japan's Tasuku Honjo win Nobel Prize for cancer research https://t.co/jtPANADUiO,0.4019,0.316,0.196,0.489
FoxNews,45,Mon Oct 01 13:27:22 +0000 2018,HEARTWARMING: Solider surprises son at school rally https://t.co/69EBsEKDc3,0.694,0.489,0.0,0.511
FoxNews,44,Mon Oct 01 13:54:18 +0000 2018,"RT @FoxBusiness: .@SecretaryRoss on new U.S. trade deal with Canada and Mexico: ""This is meant to be a fundamental revision of the relation…",0.0,0.0,0.0,1.0
FoxNews,43,Mon Oct 01 13:54:36 +0000 2018,RT @FoxBusiness: STOCK ALERT: Stocks at the open https://t.co/LNvK8fsD6V,0.4466,0.268,0.0,0.732
FoxNews,42,Mon Oct 01 13:58:09 +0000 2018,"RT @FoxBusiness: .@SecretaryRoss on trade deal with Canada: ""It's a win for American e-commerce."" https://t.co/f31xfaZYKM",0.5859,0.226,0.0,0.774
FoxNews,41,Mon Oct 01 13:58:14 +0000 2018,"RT @FoxBusiness: Stock futures climb as US, Canada confirm new trade deal
https://t.co/FXpWX3VCOc",0.0,0.0,0.0,1.0
FoxNews,40,Mon Oct 01 14:04:22 +0000 2018,"RT @FoxBusiness: .@SecretaryRoss: ""Rest in peace, NAFTA."" https://t.co/NMSiVKj28I",0.5423,0.333,0.0,0.667
FoxNews,39,Mon Oct 01 14:05:08 +0000 2018,RT @FoxBusiness: .@SecretaryRoss spoke to FOX Business about the U.S.'s new trade deal with Canada and Mexico. https://t.co/m1OTWqaFRx http…,0.0,0.0,0.0,1.0
FoxNews,38,Mon Oct 01 14:07:06 +0000 2018,"Jonathan Turley: ""This is much better for [Kavanaugh] to be confirmed after giving a little time for investigation… https://t.co/qTMI6eBQdr",0.6486,0.249,0.0,0.751
FoxNews,37,Mon Oct 01 14:09:18 +0000 2018,California is first state to require women on corporate boards https://t.co/UGYrAogIIr https://t.co/PnYAKYjGmp,0.0,0.0,0.0,1.0
FoxNews,36,Mon Oct 01 14:15:14 +0000 2018,"Peter Navarro on new trade deal: ""Great day for America, great day for North America... It's going to turn this hem… https://t.co/N7YUpsHWZO",0.8481,0.291,0.0,0.709
FoxNews,35,Mon Oct 01 14:20:20 +0000 2018,"Howie Carr: ""Elizabeth Warren's got some problems back here in Massachusetts, despite what everybody says.""… https://t.co/dFH6CKO3JQ",-0.4019,0.0,0.153,0.847
